node_idx,op,type,ne,decoded_params,src_refs,block_idx,macro_op_id,macro_kind
1857,GET_ROWS,f32,30720x1x1x1,,n1854;l6,32,492,conv_state_shift
1858,GET_ROWS,f32,30720x0x1x1,,n1854;l7,32,492,conv_state_shift
1859,VIEW,f32,30720x0x1x1,offset=122880,l500,32,492,conv_state_shift
1860,CPY,f32,30720x0x1x1,,n1858;n1859,32,492,conv_state_shift
1861,RESHAPE,f32,3x10240x1x1,,n1857,32,492,conv_state_shift
1862,MUL_MAT,f32,10240x1x1x1,,l501;n1853,32,493,qkv_mmvq
1863,RESHAPE,f32,10240x1x1x1,,n1862,32,493,qkv_mmvq
1864,TRANSPOSE,f32,1x10240x1x1,,n1863,32,493,qkv_mmvq
1865,CONCAT,f32,4x10240x1x1,dim=0,n1861;n1864,32,494,conv_concat_store
1866,VIEW,f32,3x10240x1x1,offset=4,n1865,32,494,conv_concat_store
1867,VIEW,f32,30720x1x1x1,offset=0,l500,32,494,conv_concat_store
1868,CPY,f32,30720x1x1x1,,n1866;n1867,32,494,conv_concat_store
1869,RESHAPE,f32,786432x1x1x1,,l502,32,495,ssm_state_fetch
1870,VIEW,f32,0x1x1x1,offset=0,n1869,32,495,ssm_state_fetch
1871,SCALE,f32,0x1x1x1,scale=0 bias=0,n1870,32,495,ssm_state_fetch
1872,GET_ROWS,f32,786432x1x1x1,,n1869;l6,32,495,ssm_state_fetch
1873,GET_ROWS,f32,786432x0x1x1,,n1869;l7,32,495,ssm_state_fetch
1874,VIEW,f32,786432x0x1x1,offset=3145728,l502,32,495,ssm_state_fetch
1875,CPY,f32,786432x0x1x1,,n1873;n1874,32,495,ssm_state_fetch
1876,SSM_CONV,f32,10240x1x1x1,,n1865;l503,32,496,ssm_conv_silu
1877,UNARY,f32,10240x1x1x1,unary=silu(10),n1876,32,496,ssm_conv_silu
1878,VIEW,f32,128x16x1x1,offset=0,n1877,32,497,qk_l2norm
1879,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n1878,32,497,qk_l2norm
1880,VIEW,f32,128x16x1x1,offset=8192,n1877,32,497,qk_l2norm
1881,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n1880,32,497,qk_l2norm
1882,VIEW,f32,128x48x1x1,offset=16384,n1877,32,497,qk_l2norm
1883,MUL_MAT,f32,48x1x1x1,,l504;n1853,32,498,gdn_gates
1884,RESHAPE,f32,48x1x1x1,,n1883,32,498,gdn_gates
1885,ADD,f32,48x1x1x1,,n1884;l505,32,498,gdn_gates
1886,UNARY,f32,48x1x1x1,unary=softplus(15),n1885,32,498,gdn_gates
1887,MUL,f32,48x1x1x1,,n1886;l506,32,498,gdn_gates
1888,RESHAPE,f32,1x48x1x1,,n1887,32,498,gdn_gates
1889,MUL_MAT,f32,48x1x1x1,,l507;n1853,32,498,gdn_gates
1890,RESHAPE,f32,1x48x1x1,,n1889,32,498,gdn_gates
1891,UNARY,f32,1x48x1x1,unary=sigmoid(7),n1890,32,498,gdn_gates
1892,RESHAPE,f32,128x128x48x1,,n1872,32,495,ssm_state_fetch
1893,RESHAPE,f32,786432x1x1x1,,n1892,32,495,ssm_state_fetch
1894,GATED_DELTA_NET,f32,6144x129x1x1,,n1879;n1881;n1882;n1888;n1891;n1893,32,499,deltanet_step
1895,VIEW,f32,128x128x48x1,offset=24576,n1894,32,500,ssm_state_store
1896,VIEW,f32,786432x1x1x1,offset=0,l502,32,500,ssm_state_store
1897,CPY,f32,786432x1x1x1,,n1895;n1896,32,500,ssm_state_store
1898,VIEW,f32,128x48x1x1,offset=0,n1894,32,501,gated_out_norm
1899,RMS_NORM,f32,128x48x1x1,eps=9.999999975e-07,n1898,32,501,gated_out_norm
1900,MUL,f32,128x48x1x1,,n1899;l508,32,501,gated_out_norm
1901,MUL_MAT,f32,6144x1x1x1,,l509;n1853,32,501,gated_out_norm
1902,RESHAPE,f32,128x48x1x1,,n1901,32,501,gated_out_norm
1903,UNARY,f32,128x48x1x1,unary=silu(10),n1902,32,501,gated_out_norm
1904,MUL,f32,128x48x1x1,,n1900;n1903,32,501,gated_out_norm
1905,RESHAPE,f32,6144x1x1x1,,n1904,32,501,gated_out_norm
1906,MUL_MAT,f32,5120x1x1x1,,l510;n1905,32,502,out_proj_ar16
1907,RESHAPE,f32,5120x1x1x1,,n1906,32,502,out_proj_ar16
1908,ADD,f32,5120x1x1x1,,n1907;n1851,32,503,residual_add
1909,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n1908,32,504,rmsnorm
1910,MUL,f32,5120x1x1x1,,n1909;l511,32,504,rmsnorm
1911,MUL_MAT,f32,17408x1x1x1,,l512;n1910,32,505,ffn_fused
1912,MUL_MAT,f32,17408x1x1x1,,l513;n1910,32,505,ffn_fused
1913,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n1911;n1912,32,505,ffn_fused
1914,MUL_MAT,f32,5120x1x1x1,,l514;n1913,32,505,ffn_fused
1915,ADD,f32,5120x1x1x1,,n1914;n1908,32,506,residual_add
1916,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n1915,33,507,rmsnorm
1917,MUL,f32,5120x1x1x1,,n1916;l515,33,507,rmsnorm
1918,RESHAPE,f32,30720x1x1x1,,l516,33,508,conv_state_shift
1919,VIEW,f32,0x1x1x1,offset=0,n1918,33,508,conv_state_shift
1920,SCALE,f32,0x1x1x1,scale=0 bias=0,n1919,33,508,conv_state_shift
1921,GET_ROWS,f32,30720x1x1x1,,n1918;l6,33,508,conv_state_shift
1922,GET_ROWS,f32,30720x0x1x1,,n1918;l7,33,508,conv_state_shift
1923,VIEW,f32,30720x0x1x1,offset=122880,l516,33,508,conv_state_shift
1924,CPY,f32,30720x0x1x1,,n1922;n1923,33,508,conv_state_shift
1925,RESHAPE,f32,3x10240x1x1,,n1921,33,508,conv_state_shift
1926,MUL_MAT,f32,10240x1x1x1,,l517;n1917,33,509,qkv_mmvq
1927,RESHAPE,f32,10240x1x1x1,,n1926,33,509,qkv_mmvq
1928,TRANSPOSE,f32,1x10240x1x1,,n1927,33,509,qkv_mmvq
1929,CONCAT,f32,4x10240x1x1,dim=0,n1925;n1928,33,510,conv_concat_store
1930,VIEW,f32,3x10240x1x1,offset=4,n1929,33,510,conv_concat_store
1931,VIEW,f32,30720x1x1x1,offset=0,l516,33,510,conv_concat_store
1932,CPY,f32,30720x1x1x1,,n1930;n1931,33,510,conv_concat_store
1933,RESHAPE,f32,786432x1x1x1,,l518,33,511,ssm_state_fetch
1934,VIEW,f32,0x1x1x1,offset=0,n1933,33,511,ssm_state_fetch
1935,SCALE,f32,0x1x1x1,scale=0 bias=0,n1934,33,511,ssm_state_fetch
1936,GET_ROWS,f32,786432x1x1x1,,n1933;l6,33,511,ssm_state_fetch
1937,GET_ROWS,f32,786432x0x1x1,,n1933;l7,33,511,ssm_state_fetch
1938,VIEW,f32,786432x0x1x1,offset=3145728,l518,33,511,ssm_state_fetch
1939,CPY,f32,786432x0x1x1,,n1937;n1938,33,511,ssm_state_fetch
1940,SSM_CONV,f32,10240x1x1x1,,n1929;l519,33,512,ssm_conv_silu
1941,UNARY,f32,10240x1x1x1,unary=silu(10),n1940,33,512,ssm_conv_silu
1942,VIEW,f32,128x16x1x1,offset=0,n1941,33,513,qk_l2norm
1943,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n1942,33,513,qk_l2norm
1944,VIEW,f32,128x16x1x1,offset=8192,n1941,33,513,qk_l2norm
1945,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n1944,33,513,qk_l2norm
1946,VIEW,f32,128x48x1x1,offset=16384,n1941,33,513,qk_l2norm
1947,MUL_MAT,f32,48x1x1x1,,l520;n1917,33,514,gdn_gates
1948,RESHAPE,f32,48x1x1x1,,n1947,33,514,gdn_gates
1949,ADD,f32,48x1x1x1,,n1948;l521,33,514,gdn_gates
1950,UNARY,f32,48x1x1x1,unary=softplus(15),n1949,33,514,gdn_gates
1951,MUL,f32,48x1x1x1,,n1950;l522,33,514,gdn_gates
1952,RESHAPE,f32,1x48x1x1,,n1951,33,514,gdn_gates
1953,MUL_MAT,f32,48x1x1x1,,l523;n1917,33,514,gdn_gates
1954,RESHAPE,f32,1x48x1x1,,n1953,33,514,gdn_gates
1955,UNARY,f32,1x48x1x1,unary=sigmoid(7),n1954,33,514,gdn_gates
1956,RESHAPE,f32,128x128x48x1,,n1936,33,511,ssm_state_fetch
1957,RESHAPE,f32,786432x1x1x1,,n1956,33,511,ssm_state_fetch
1958,GATED_DELTA_NET,f32,6144x129x1x1,,n1943;n1945;n1946;n1952;n1955;n1957,33,515,deltanet_step
1959,VIEW,f32,128x128x48x1,offset=24576,n1958,33,516,ssm_state_store
1960,VIEW,f32,786432x1x1x1,offset=0,l518,33,516,ssm_state_store
1961,CPY,f32,786432x1x1x1,,n1959;n1960,33,516,ssm_state_store
1962,VIEW,f32,128x48x1x1,offset=0,n1958,33,517,gated_out_norm
1963,RMS_NORM,f32,128x48x1x1,eps=9.999999975e-07,n1962,33,517,gated_out_norm
1964,MUL,f32,128x48x1x1,,n1963;l524,33,517,gated_out_norm
1965,MUL_MAT,f32,6144x1x1x1,,l525;n1917,33,517,gated_out_norm
1966,RESHAPE,f32,128x48x1x1,,n1965,33,517,gated_out_norm
1967,UNARY,f32,128x48x1x1,unary=silu(10),n1966,33,517,gated_out_norm
1968,MUL,f32,128x48x1x1,,n1964;n1967,33,517,gated_out_norm
1969,RESHAPE,f32,6144x1x1x1,,n1968,33,517,gated_out_norm
1970,MUL_MAT,f32,5120x1x1x1,,l526;n1969,33,518,out_proj_ar16
1971,RESHAPE,f32,5120x1x1x1,,n1970,33,518,out_proj_ar16
1972,ADD,f32,5120x1x1x1,,n1971;n1915,33,519,residual_add
1973,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n1972,33,520,rmsnorm
1974,MUL,f32,5120x1x1x1,,n1973;l527,33,520,rmsnorm
1975,MUL_MAT,f32,17408x1x1x1,,l528;n1974,33,521,ffn_fused
1976,MUL_MAT,f32,17408x1x1x1,,l529;n1974,33,521,ffn_fused
1977,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n1975;n1976,33,521,ffn_fused
1978,MUL_MAT,f32,5120x1x1x1,,l530;n1977,33,521,ffn_fused
1979,ADD,f32,5120x1x1x1,,n1978;n1972,33,522,residual_add
1980,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n1979,34,523,rmsnorm
1981,MUL,f32,5120x1x1x1,,n1980;l531,34,523,rmsnorm
1982,RESHAPE,f32,30720x1x1x1,,l532,34,524,conv_state_shift
1983,VIEW,f32,0x1x1x1,offset=0,n1982,34,524,conv_state_shift
1984,SCALE,f32,0x1x1x1,scale=0 bias=0,n1983,34,524,conv_state_shift
1985,GET_ROWS,f32,30720x1x1x1,,n1982;l6,34,524,conv_state_shift
1986,GET_ROWS,f32,30720x0x1x1,,n1982;l7,34,524,conv_state_shift
1987,VIEW,f32,30720x0x1x1,offset=122880,l532,34,524,conv_state_shift
1988,CPY,f32,30720x0x1x1,,n1986;n1987,34,524,conv_state_shift
1989,RESHAPE,f32,3x10240x1x1,,n1985,34,524,conv_state_shift
1990,MUL_MAT,f32,10240x1x1x1,,l533;n1981,34,525,qkv_mmvq
1991,RESHAPE,f32,10240x1x1x1,,n1990,34,525,qkv_mmvq
1992,TRANSPOSE,f32,1x10240x1x1,,n1991,34,525,qkv_mmvq
1993,CONCAT,f32,4x10240x1x1,dim=0,n1989;n1992,34,526,conv_concat_store
1994,VIEW,f32,3x10240x1x1,offset=4,n1993,34,526,conv_concat_store
1995,VIEW,f32,30720x1x1x1,offset=0,l532,34,526,conv_concat_store
1996,CPY,f32,30720x1x1x1,,n1994;n1995,34,526,conv_concat_store
1997,RESHAPE,f32,786432x1x1x1,,l534,34,527,ssm_state_fetch
1998,VIEW,f32,0x1x1x1,offset=0,n1997,34,527,ssm_state_fetch
1999,SCALE,f32,0x1x1x1,scale=0 bias=0,n1998,34,527,ssm_state_fetch
2000,GET_ROWS,f32,786432x1x1x1,,n1997;l6,34,527,ssm_state_fetch
2001,GET_ROWS,f32,786432x0x1x1,,n1997;l7,34,527,ssm_state_fetch
2002,VIEW,f32,786432x0x1x1,offset=3145728,l534,34,527,ssm_state_fetch
2003,CPY,f32,786432x0x1x1,,n2001;n2002,34,527,ssm_state_fetch
2004,SSM_CONV,f32,10240x1x1x1,,n1993;l535,34,528,ssm_conv_silu
2005,UNARY,f32,10240x1x1x1,unary=silu(10),n2004,34,528,ssm_conv_silu
2006,VIEW,f32,128x16x1x1,offset=0,n2005,34,529,qk_l2norm
2007,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n2006,34,529,qk_l2norm
2008,VIEW,f32,128x16x1x1,offset=8192,n2005,34,529,qk_l2norm
2009,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n2008,34,529,qk_l2norm
2010,VIEW,f32,128x48x1x1,offset=16384,n2005,34,529,qk_l2norm
2011,MUL_MAT,f32,48x1x1x1,,l536;n1981,34,530,gdn_gates
2012,RESHAPE,f32,48x1x1x1,,n2011,34,530,gdn_gates
2013,ADD,f32,48x1x1x1,,n2012;l537,34,530,gdn_gates
2014,UNARY,f32,48x1x1x1,unary=softplus(15),n2013,34,530,gdn_gates
2015,MUL,f32,48x1x1x1,,n2014;l538,34,530,gdn_gates
2016,RESHAPE,f32,1x48x1x1,,n2015,34,530,gdn_gates
2017,MUL_MAT,f32,48x1x1x1,,l539;n1981,34,530,gdn_gates
2018,RESHAPE,f32,1x48x1x1,,n2017,34,530,gdn_gates
2019,UNARY,f32,1x48x1x1,unary=sigmoid(7),n2018,34,530,gdn_gates
2020,RESHAPE,f32,128x128x48x1,,n2000,34,527,ssm_state_fetch
2021,RESHAPE,f32,786432x1x1x1,,n2020,34,527,ssm_state_fetch
2022,GATED_DELTA_NET,f32,6144x129x1x1,,n2007;n2009;n2010;n2016;n2019;n2021,34,531,deltanet_step
2023,VIEW,f32,128x128x48x1,offset=24576,n2022,34,532,ssm_state_store
2024,VIEW,f32,786432x1x1x1,offset=0,l534,34,532,ssm_state_store
2025,CPY,f32,786432x1x1x1,,n2023;n2024,34,532,ssm_state_store
2026,VIEW,f32,128x48x1x1,offset=0,n2022,34,533,gated_out_norm
2027,RMS_NORM,f32,128x48x1x1,eps=9.999999975e-07,n2026,34,533,gated_out_norm
2028,MUL,f32,128x48x1x1,,n2027;l540,34,533,gated_out_norm
2029,MUL_MAT,f32,6144x1x1x1,,l541;n1981,34,533,gated_out_norm
2030,RESHAPE,f32,128x48x1x1,,n2029,34,533,gated_out_norm
2031,UNARY,f32,128x48x1x1,unary=silu(10),n2030,34,533,gated_out_norm
2032,MUL,f32,128x48x1x1,,n2028;n2031,34,533,gated_out_norm
2033,RESHAPE,f32,6144x1x1x1,,n2032,34,533,gated_out_norm
2034,MUL_MAT,f32,5120x1x1x1,,l542;n2033,34,534,out_proj_ar16
2035,RESHAPE,f32,5120x1x1x1,,n2034,34,534,out_proj_ar16
2036,ADD,f32,5120x1x1x1,,n2035;n1979,34,535,residual_add
2037,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n2036,34,536,rmsnorm
2038,MUL,f32,5120x1x1x1,,n2037;l543,34,536,rmsnorm
2039,MUL_MAT,f32,17408x1x1x1,,l544;n2038,34,537,ffn_fused
2040,MUL_MAT,f32,17408x1x1x1,,l545;n2038,34,537,ffn_fused
2041,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n2039;n2040,34,537,ffn_fused
2042,MUL_MAT,f32,5120x1x1x1,,l546;n2041,34,537,ffn_fused
2043,ADD,f32,5120x1x1x1,,n2042;n2036,34,538,residual_add
2044,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n2043,35,539,rmsnorm
2045,MUL,f32,5120x1x1x1,,n2044;l547,35,539,rmsnorm
2046,MUL_MAT,f32,12288x1x1x1,,l548;n2045,35,540,q_gemv_norm_rope
2047,VIEW,f32,256x24x1x1,offset=0,n2046,35,540,q_gemv_norm_rope
2048,RMS_NORM,f32,256x24x1x1,eps=9.999999975e-07,n2047,35,540,q_gemv_norm_rope
2049,MUL,f32,256x24x1x1,,n2048;l549,35,540,q_gemv_norm_rope
2050,ROPE,f32,256x24x1x1,n_dims=64 mode=IMROPE(40) n_ctx_orig=262144 freq_base=10000000 freq_scale=1 ext_factor=0 attn_factor=1 beta_fast=32 beta_slow=1 sections=[11 11 10 0],n2049;l57,35,540,q_gemv_norm_rope
2051,MUL_MAT,f32,1024x1x1x1,,l550;n2045,35,541,v_gemv
2052,RESHAPE,f32,256x4x1x1,,n2051,35,541,v_gemv
2053,MUL_MAT,f32,1024x1x1x1,,l551;n2045,35,542,k_gemv_norm_rope
2054,RESHAPE,f32,256x4x1x1,,n2053,35,542,k_gemv_norm_rope
2055,RMS_NORM,f32,256x4x1x1,eps=9.999999975e-07,n2054,35,542,k_gemv_norm_rope
2056,MUL,f32,256x4x1x1,,n2055;l552,35,542,k_gemv_norm_rope
2057,ROPE,f32,256x4x1x1,n_dims=64 mode=IMROPE(40) n_ctx_orig=262144 freq_base=10000000 freq_scale=1 ext_factor=0 attn_factor=1 beta_fast=32 beta_slow=1 sections=[11 11 10 0],n2056;l57,35,542,k_gemv_norm_rope
2058,VIEW,f32,1024x1x1x1,offset=0,n2057,35,543,kv_append
2059,SET_ROWS,f16,1024x262144x1x1,,n2058;l61;l553,35,543,kv_append
2060,VIEW,f32,1024x1x1x1,offset=0,n2052,35,543,kv_append
2061,SET_ROWS,f16,1024x262144x1x1,,n2060;l63;l554,35,543,kv_append
2062,VIEW,f32,256x24x1x1,offset=0,n2050,35,544,fattn_prep
2063,PERMUTE,f32,256x1x24x1,axes=[0 2 1 3],n2062,35,544,fattn_prep
2064,VIEW,f16,256x4x33024x1,offset=0,l553,35,544,fattn_prep
2065,PERMUTE,f16,256x33024x4x1,axes=[0 2 1 3],n2064,35,544,fattn_prep
2066,VIEW,f16,256x4x33024x1,offset=0,l554,35,544,fattn_prep
2067,PERMUTE,f16,256x33024x4x1,axes=[0 2 1 3],n2066,35,544,fattn_prep
2068,FLASH_ATTN_EXT,f32,256x24x1x1,scale=0.0625 max_bias=0 logit_softcap=0 prec=10,n2063;n2065;n2067;n219,35,545,fattn_decode
2069,RESHAPE,f32,6144x1x1x1,,n2068,35,546,attn_gate_out
2070,VIEW,f32,256x24x1x1,offset=1024,n2046,35,546,attn_gate_out
2071,CONT,f32,6144x1x1x1,,n2070,35,546,attn_gate_out
2072,UNARY,f32,6144x1x1x1,unary=sigmoid(7),n2071,35,546,attn_gate_out
2073,MUL,f32,6144x1x1x1,,n2069;n2072,35,546,attn_gate_out
2074,MUL_MAT,f32,5120x1x1x1,,l555;n2073,35,547,o_gemv
2075,ADD,f32,5120x1x1x1,,n2074;n2043,35,548,residual_add
2076,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n2075,35,549,rmsnorm
2077,MUL,f32,5120x1x1x1,,n2076;l556,35,549,rmsnorm
2078,MUL_MAT,f32,17408x1x1x1,,l557;n2077,35,550,ffn_fused
2079,MUL_MAT,f32,17408x1x1x1,,l558;n2077,35,550,ffn_fused
2080,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n2078;n2079,35,550,ffn_fused
2081,MUL_MAT,f32,5120x1x1x1,,l559;n2080,35,550,ffn_fused
2082,ADD,f32,5120x1x1x1,,n2081;n2075,35,551,residual_add
2083,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n2082,36,552,rmsnorm
2084,MUL,f32,5120x1x1x1,,n2083;l560,36,552,rmsnorm
2085,RESHAPE,f32,30720x1x1x1,,l561,36,553,conv_state_shift
2086,VIEW,f32,0x1x1x1,offset=0,n2085,36,553,conv_state_shift
2087,SCALE,f32,0x1x1x1,scale=0 bias=0,n2086,36,553,conv_state_shift
2088,GET_ROWS,f32,30720x1x1x1,,n2085;l6,36,553,conv_state_shift
2089,GET_ROWS,f32,30720x0x1x1,,n2085;l7,36,553,conv_state_shift
2090,VIEW,f32,30720x0x1x1,offset=122880,l561,36,553,conv_state_shift
2091,CPY,f32,30720x0x1x1,,n2089;n2090,36,553,conv_state_shift
2092,RESHAPE,f32,3x10240x1x1,,n2088,36,553,conv_state_shift
2093,MUL_MAT,f32,10240x1x1x1,,l562;n2084,36,554,qkv_mmvq
2094,RESHAPE,f32,10240x1x1x1,,n2093,36,554,qkv_mmvq
2095,TRANSPOSE,f32,1x10240x1x1,,n2094,36,554,qkv_mmvq
2096,CONCAT,f32,4x10240x1x1,dim=0,n2092;n2095,36,555,conv_concat_store
2097,VIEW,f32,3x10240x1x1,offset=4,n2096,36,555,conv_concat_store
2098,VIEW,f32,30720x1x1x1,offset=0,l561,36,555,conv_concat_store
2099,CPY,f32,30720x1x1x1,,n2097;n2098,36,555,conv_concat_store
2100,RESHAPE,f32,786432x1x1x1,,l563,36,556,ssm_state_fetch
2101,VIEW,f32,0x1x1x1,offset=0,n2100,36,556,ssm_state_fetch
2102,SCALE,f32,0x1x1x1,scale=0 bias=0,n2101,36,556,ssm_state_fetch
2103,GET_ROWS,f32,786432x1x1x1,,n2100;l6,36,556,ssm_state_fetch
2104,GET_ROWS,f32,786432x0x1x1,,n2100;l7,36,556,ssm_state_fetch
2105,VIEW,f32,786432x0x1x1,offset=3145728,l563,36,556,ssm_state_fetch
2106,CPY,f32,786432x0x1x1,,n2104;n2105,36,556,ssm_state_fetch
2107,SSM_CONV,f32,10240x1x1x1,,n2096;l564,36,557,ssm_conv_silu
2108,UNARY,f32,10240x1x1x1,unary=silu(10),n2107,36,557,ssm_conv_silu
2109,VIEW,f32,128x16x1x1,offset=0,n2108,36,558,qk_l2norm
2110,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n2109,36,558,qk_l2norm
2111,VIEW,f32,128x16x1x1,offset=8192,n2108,36,558,qk_l2norm
2112,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n2111,36,558,qk_l2norm
2113,VIEW,f32,128x48x1x1,offset=16384,n2108,36,558,qk_l2norm
2114,MUL_MAT,f32,48x1x1x1,,l565;n2084,36,559,gdn_gates
2115,RESHAPE,f32,48x1x1x1,,n2114,36,559,gdn_gates
2116,ADD,f32,48x1x1x1,,n2115;l566,36,559,gdn_gates
2117,UNARY,f32,48x1x1x1,unary=softplus(15),n2116,36,559,gdn_gates
2118,MUL,f32,48x1x1x1,,n2117;l567,36,559,gdn_gates
2119,RESHAPE,f32,1x48x1x1,,n2118,36,559,gdn_gates
2120,MUL_MAT,f32,48x1x1x1,,l568;n2084,36,559,gdn_gates
2121,RESHAPE,f32,1x48x1x1,,n2120,36,559,gdn_gates
2122,UNARY,f32,1x48x1x1,unary=sigmoid(7),n2121,36,559,gdn_gates
2123,RESHAPE,f32,128x128x48x1,,n2103,36,556,ssm_state_fetch
2124,RESHAPE,f32,786432x1x1x1,,n2123,36,556,ssm_state_fetch
2125,GATED_DELTA_NET,f32,6144x129x1x1,,n2110;n2112;n2113;n2119;n2122;n2124,36,560,deltanet_step
2126,VIEW,f32,128x128x48x1,offset=24576,n2125,36,561,ssm_state_store
2127,VIEW,f32,786432x1x1x1,offset=0,l563,36,561,ssm_state_store
2128,CPY,f32,786432x1x1x1,,n2126;n2127,36,561,ssm_state_store
2129,VIEW,f32,128x48x1x1,offset=0,n2125,36,562,gated_out_norm
2130,RMS_NORM,f32,128x48x1x1,eps=9.999999975e-07,n2129,36,562,gated_out_norm
2131,MUL,f32,128x48x1x1,,n2130;l569,36,562,gated_out_norm
2132,MUL_MAT,f32,6144x1x1x1,,l570;n2084,36,562,gated_out_norm
2133,RESHAPE,f32,128x48x1x1,,n2132,36,562,gated_out_norm
2134,UNARY,f32,128x48x1x1,unary=silu(10),n2133,36,562,gated_out_norm
2135,MUL,f32,128x48x1x1,,n2131;n2134,36,562,gated_out_norm
2136,RESHAPE,f32,6144x1x1x1,,n2135,36,562,gated_out_norm
2137,MUL_MAT,f32,5120x1x1x1,,l571;n2136,36,563,out_proj_ar16
2138,RESHAPE,f32,5120x1x1x1,,n2137,36,563,out_proj_ar16
2139,ADD,f32,5120x1x1x1,,n2138;n2082,36,564,residual_add
2140,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n2139,36,565,rmsnorm
2141,MUL,f32,5120x1x1x1,,n2140;l572,36,565,rmsnorm
2142,MUL_MAT,f32,17408x1x1x1,,l573;n2141,36,566,ffn_fused
2143,MUL_MAT,f32,17408x1x1x1,,l574;n2141,36,566,ffn_fused
2144,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n2142;n2143,36,566,ffn_fused
2145,MUL_MAT,f32,5120x1x1x1,,l575;n2144,36,566,ffn_fused
2146,ADD,f32,5120x1x1x1,,n2145;n2139,36,567,residual_add
2147,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n2146,37,568,rmsnorm
2148,MUL,f32,5120x1x1x1,,n2147;l576,37,568,rmsnorm
2149,RESHAPE,f32,30720x1x1x1,,l577,37,569,conv_state_shift
2150,VIEW,f32,0x1x1x1,offset=0,n2149,37,569,conv_state_shift
2151,SCALE,f32,0x1x1x1,scale=0 bias=0,n2150,37,569,conv_state_shift
2152,GET_ROWS,f32,30720x1x1x1,,n2149;l6,37,569,conv_state_shift
2153,GET_ROWS,f32,30720x0x1x1,,n2149;l7,37,569,conv_state_shift
2154,VIEW,f32,30720x0x1x1,offset=122880,l577,37,569,conv_state_shift
2155,CPY,f32,30720x0x1x1,,n2153;n2154,37,569,conv_state_shift
2156,RESHAPE,f32,3x10240x1x1,,n2152,37,569,conv_state_shift
2157,MUL_MAT,f32,10240x1x1x1,,l578;n2148,37,570,qkv_mmvq
2158,RESHAPE,f32,10240x1x1x1,,n2157,37,570,qkv_mmvq
2159,TRANSPOSE,f32,1x10240x1x1,,n2158,37,570,qkv_mmvq
2160,CONCAT,f32,4x10240x1x1,dim=0,n2156;n2159,37,571,conv_concat_store
2161,VIEW,f32,3x10240x1x1,offset=4,n2160,37,571,conv_concat_store
2162,VIEW,f32,30720x1x1x1,offset=0,l577,37,571,conv_concat_store
2163,CPY,f32,30720x1x1x1,,n2161;n2162,37,571,conv_concat_store
2164,RESHAPE,f32,786432x1x1x1,,l579,37,572,ssm_state_fetch
2165,VIEW,f32,0x1x1x1,offset=0,n2164,37,572,ssm_state_fetch
2166,SCALE,f32,0x1x1x1,scale=0 bias=0,n2165,37,572,ssm_state_fetch
2167,GET_ROWS,f32,786432x1x1x1,,n2164;l6,37,572,ssm_state_fetch
2168,GET_ROWS,f32,786432x0x1x1,,n2164;l7,37,572,ssm_state_fetch
2169,VIEW,f32,786432x0x1x1,offset=3145728,l579,37,572,ssm_state_fetch
2170,CPY,f32,786432x0x1x1,,n2168;n2169,37,572,ssm_state_fetch
2171,SSM_CONV,f32,10240x1x1x1,,n2160;l580,37,573,ssm_conv_silu
2172,UNARY,f32,10240x1x1x1,unary=silu(10),n2171,37,573,ssm_conv_silu
2173,VIEW,f32,128x16x1x1,offset=0,n2172,37,574,qk_l2norm
2174,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n2173,37,574,qk_l2norm
2175,VIEW,f32,128x16x1x1,offset=8192,n2172,37,574,qk_l2norm
2176,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n2175,37,574,qk_l2norm
2177,VIEW,f32,128x48x1x1,offset=16384,n2172,37,574,qk_l2norm
2178,MUL_MAT,f32,48x1x1x1,,l581;n2148,37,575,gdn_gates
2179,RESHAPE,f32,48x1x1x1,,n2178,37,575,gdn_gates
